From	Entry	Reviewed	Entry Name	Protein names	Organism	Length
WP_005631673.1	A5UEK4	unreviewed	A5UEK4_HAEIG	Probable molybdenum-pterin binding protein	Haemophilus influenzae (strain PittGG)	69
WP_005631673.1	A0A0E1SNS2	unreviewed	A0A0E1SNS2_HAEIF	Probable molybdenum-pterin binding protein	Haemophilus influenzae PittII	69
WP_005631673.1	A4NYG8	unreviewed	A4NYG8_HAEIF	Probable molybdenum-pterin binding protein	Haemophilus influenzae 22.4-21	69
WP_005631673.1	A0A0H3PE59	unreviewed	A0A0H3PE59_HAEI3	Probable molybdenum-pterin binding protein	Haemophilus influenzae (strain NTHi 3655)	69
WP_005631673.1	A4N5H0	unreviewed	A4N5H0_HAEIF	Probable molybdenum-pterin binding protein	Haemophilus influenzae R3021	69
WP_005631673.1	P45183	reviewed	MOP_HAEIN	Probable molybdenum-pterin-binding protein	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	69
WP_005631673.1	A0A0M3G2F5	unreviewed	A0A0M3G2F5_HAEHA	Molybdate-binding domain of ModE (Molybdenum-pterin-binding protein) (Molybdenum-pterin-binding protein II)	Haemophilus haemolyticus	69
WP_005631673.1	A0A0D0IHB6	unreviewed	A0A0D0IHB6_HAEIF	Molybdenum-pterin-binding protein (Molybdenum-pterin-binding protein 2) (Molybdenum-pterin-binding protein II)	Haemophilus influenzae	69
WP_005631673.1	H1LNR3	unreviewed	H1LNR3_9PAST	Molybdenum-pterin-binding protein 2	Haemophilus sp. oral taxon 851 str. F0397	69
WP_005631703.1	F9GPJ0	unreviewed	F9GPJ0_HAEHA	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase (EC 4.2.-.-)	Haemophilus haemolyticus M19501	158
WP_005631703.1	Q4QKF8	unreviewed	Q4QKF8_HAEI8	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase (EC 4.2.-.-)	Haemophilus influenzae (strain 86-028NP)	158
WP_005631703.1	A5UEU8	unreviewed	A5UEU8_HAEIG	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase (EC 4.2.-.-)	Haemophilus influenzae (strain PittGG)	158
WP_005631703.1	A4NZA1	unreviewed	A4NZA1_HAEIF	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase (EC 4.2.-.-)	Haemophilus influenzae 22.4-21	158
WP_005631703.1	A0A0H3PHR0	unreviewed	A0A0H3PHR0_HAEI3	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase (EC 4.2.-.-)	Haemophilus influenzae (strain NTHi 3655)	158
WP_005631703.1	A0A502KJE5	unreviewed	A0A502KJE5_HAEHA	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase (EC 4.2.-.-)	Haemophilus haemolyticus	158
WP_005631703.1	A0A0D0H0W6	unreviewed	A0A0D0H0W6_HAEIF	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase (EC 4.2.-.-)	Haemophilus influenzae	158
WP_005631703.1	H1LNT5	unreviewed	H1LNT5_9PAST	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase (EC 4.2.-.-)	Haemophilus sp. oral taxon 851 str. F0397	158
WP_005631770.1	F9GPM1	unreviewed	F9GPM1_HAEHA	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	Haemophilus haemolyticus M19501	229
WP_005631770.1	A0A806EDJ5	unreviewed	A0A806EDJ5_HAEI6	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	Haemophilus influenzae (strain R2866)	229
WP_005631770.1	Q4QKN4	unreviewed	Q4QKN4_HAEI8	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	Haemophilus influenzae (strain 86-028NP)	229
WP_005631770.1	A4MZT2	unreviewed	A4MZT2_HAEIF	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	Haemophilus influenzae 22.1-21	229
WP_005631770.1	A5UF17	unreviewed	A5UF17_HAEIG	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	Haemophilus influenzae (strain PittGG)	229
WP_005631770.1	A0A0E1SPB0	unreviewed	A0A0E1SPB0_HAEIF	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	Haemophilus influenzae PittII	229
WP_005631770.1	A7LQ10	unreviewed	A7LQ10_HAEIF	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	Haemophilus influenzae 22.4-21	229
WP_005631770.1	A0A0H3PD36	unreviewed	A0A0H3PD36_HAEI3	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	Haemophilus influenzae (strain NTHi 3655)	229
WP_005631770.1	A4N3V5	unreviewed	A4N3V5_HAEIF	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	Haemophilus influenzae R3021	229
WP_005631770.1	P45148	reviewed	CAN_HAEIN	Carbonic anhydrase 2 (EC 4.2.1.1) (Carbonate dehydratase 2)	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	229
WP_005631770.1	A0A5C2QVW1	unreviewed	A0A5C2QVW1_HAEIF	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	Haemophilus influenzae biotype aegyptius	229
WP_005631770.1	A0A0D0H0R1	unreviewed	A0A0D0H0R1_HAEIF	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	Haemophilus influenzae	229
WP_005631781.1	F9GPM9	unreviewed	F9GPM9_HAEHA	SufE domain-containing protein	Haemophilus haemolyticus M19501	126
WP_005631781.1	Q4QK47	unreviewed	Q4QK47_HAEI8	Predicted SufE protein probably involved in Fe-S center assembly	Haemophilus influenzae (strain 86-028NP)	126
WP_005631781.1	A0A2R3GEJ5	unreviewed	A0A2R3GEJ5_HAEIF	Sulfur acceptor protein CsdE	Haemophilus influenzae	126
WP_005631904.1	F9GPW1	unreviewed	F9GPW1_HAEHA	Ion-translocating oxidoreductase complex subunit B (EC 7.-.-.-) (Rnf electron transport complex subunit B)	Haemophilus haemolyticus M19501	193
WP_005631904.1	A0A112W4N2	unreviewed	A0A112W4N2_HAEIF	Ion-translocating oxidoreductase complex subunit B (EC 7.-.-.-) (Rnf electron transport complex subunit B)	Haemophilus influenzae	193
WP_005631918.1	F9GPW6	unreviewed	F9GPW6_HAEHA	Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase)	Haemophilus haemolyticus M19501	211
WP_005631918.1	A5UFC6	unreviewed	A5UFC6_HAEIG	Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase)	Haemophilus influenzae (strain PittGG)	211
WP_005631918.1	A0A0H3PCA2	unreviewed	A0A0H3PCA2_HAEI3	Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase)	Haemophilus influenzae (strain NTHi 3655)	211
WP_005631918.1	A0A0C5EV02	unreviewed	A0A0C5EV02_HAEIF	Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase)	Haemophilus influenzae	211
WP_005632174.1	F9GQ92	unreviewed	F9GQ92_HAEHA	Diacylglycerol kinase (EC 2.7.1.107)	Haemophilus haemolyticus M19501	118
WP_005632174.1	A0A806DEV6	unreviewed	A0A806DEV6_HAEI6	Diacylglycerol kinase (EC 2.7.1.107)	Haemophilus influenzae (strain R2866)	118
WP_005632174.1	Q4QNK5	unreviewed	Q4QNK5_HAEI8	Diacylglycerol kinase (EC 2.7.1.107)	Haemophilus influenzae (strain 86-028NP)	118
WP_005632174.1	A4MXV1	unreviewed	A4MXV1_HAEIF	Diacylglycerol kinase (EC 2.7.1.107)	Haemophilus influenzae 22.1-21	118
WP_005632174.1	A5UGE6	unreviewed	A5UGE6_HAEIG	Diacylglycerol kinase (EC 2.7.1.107)	Haemophilus influenzae (strain PittGG)	118
WP_005632174.1	A0A0E1SPK6	unreviewed	A0A0E1SPK6_HAEIF	Diacylglycerol kinase (EC 2.7.1.107)	Haemophilus influenzae PittII	118
WP_005632174.1	A0A0H3PIH0	unreviewed	A0A0H3PIH0_HAEI3	Diacylglycerol kinase (EC 2.7.1.107)	Haemophilus influenzae (strain NTHi 3655)	118
WP_005632174.1	A4N5K3	unreviewed	A4N5K3_HAEIF	Diacylglycerol kinase (EC 2.7.1.107)	Haemophilus influenzae R3021	118
WP_005632174.1	A0A0C5EUY0	unreviewed	A0A0C5EUY0_HAEIF	Diacylglycerol kinase (EC 2.7.1.107)	Haemophilus influenzae	118
WP_005632242.1	F9GQE0	unreviewed	F9GQE0_HAEHA	Xanthine-guanine phosphoribosyltransferase (XGPRT) (EC 2.4.2.22) (Xanthine phosphoribosyltransferase)	Haemophilus haemolyticus M19501	155
WP_005632242.1	A0A0M1GL26	unreviewed	A0A0M1GL26_9PAST	Xanthine-guanine phosphoribosyltransferase (XGPRT) (EC 2.4.2.22) (Xanthine phosphoribosyltransferase)	Haemophilus sp. C1	155
WP_005632242.1	A0A806EDV0	unreviewed	A0A806EDV0_HAEI6	Xanthine-guanine phosphoribosyltransferase (XGPRT) (EC 2.4.2.22) (Xanthine phosphoribosyltransferase)	Haemophilus influenzae (strain R2866)	155
WP_005632242.1	Q4QMM6	reviewed	XGPT2_HAEI8	Xanthine-guanine phosphoribosyltransferase 2 (XGPRT 2) (EC 2.4.2.-) (EC 2.4.2.22) (Xanthine phosphoribosyltransferase 2)	Haemophilus influenzae (strain 86-028NP)	155
WP_005632242.1	A5UHG4	unreviewed	A5UHG4_HAEIG	Xanthine-guanine phosphoribosyltransferase (XGPRT) (EC 2.4.2.22) (Xanthine phosphoribosyltransferase)	Haemophilus influenzae (strain PittGG)	155
WP_005632242.1	A0A0C5ERG6	unreviewed	A0A0C5ERG6_HAEIF	Xanthine-guanine phosphoribosyltransferase (XGPRT) (EC 2.4.2.22) (Xanthine phosphoribosyltransferase)	Haemophilus influenzae	155
WP_005632242.1	H1LLH8	unreviewed	H1LLH8_9PAST	Xanthine-guanine phosphoribosyltransferase (XGPRT) (EC 2.4.2.22) (Xanthine phosphoribosyltransferase)	Haemophilus sp. oral taxon 851 str. F0397	155
WP_005632504.1	F9GR47	unreviewed	F9GR47_HAEHA	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase) (THDP succinyltransferase) (THP succinyltransferase) (Tetrahydropicolinate succinylase)	Haemophilus haemolyticus M19501	275
WP_005632504.1	A5UCM7	reviewed	DAPD_HAEIE	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase) (THDP succinyltransferase) (THP succinyltransferase) (Tetrahydropicolinate succinylase)	Haemophilus influenzae (strain PittEE)	275
WP_005632504.1	P45284	reviewed	DAPD_HAEIN	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase) (THDP succinyltransferase) (THP succinyltransferase) (Tetrahydropicolinate succinylase)	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	275
WP_005632504.1	A0A0D0IJE0	unreviewed	A0A0D0IJE0_HAEIF	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase) (THDP succinyltransferase) (THP succinyltransferase) (Tetrahydropicolinate succinylase)	Haemophilus influenzae	275
WP_005632534.1	F9GQG9	unreviewed	F9GQG9_HAEHA	Putative sIS domain-containing protein	Haemophilus haemolyticus M19501	194
WP_005632534.1	A0A2S9SG02	unreviewed	A0A2S9SG02_HAEIF	DnaA initiator-associating protein DiaA (SIS domain-containing protein)	Haemophilus influenzae	194
WP_005632753.1	F9GRE0	unreviewed	F9GRE0_HAEHA	50S ribosomal protein L3	Haemophilus haemolyticus M19501	208
WP_005632753.1	F9GVW7	unreviewed	F9GVW7_HAEHA	50S ribosomal protein L3	Haemophilus haemolyticus M21127	208
WP_005632753.1	A0A1S1FSZ6	unreviewed	A0A1S1FSZ6_9PAST	50S ribosomal protein L3	Haemophilus sp. HMSC61B11	208
WP_005632753.1	A0A0M1GL64	unreviewed	A0A0M1GL64_9PAST	50S ribosomal protein L3	Haemophilus sp. C1	208
WP_005632753.1	A0A1F0UM98	unreviewed	A0A1F0UM98_9PAST	50S ribosomal protein L3	Haemophilus sp. HMSC073C03	208
WP_005632753.1	A0A1B8QST9	unreviewed	A0A1B8QST9_9PAST	50S ribosomal protein L3	Haemophilus sp. CCUG 66565	208
WP_005632753.1	A0A1B8QY99	unreviewed	A0A1B8QY99_9PAST	50S ribosomal protein L3	Haemophilus sp. CCUG 60358	208
WP_005632753.1	A0A1V3JMG3	unreviewed	A0A1V3JMG3_9PAST	50S ribosomal protein L3	Rodentibacter myodis	208
WP_005632753.1	A0A5M6BKN0	unreviewed	A0A5M6BKN0_9PAST	50S ribosomal protein L3	Haemophilus seminalis	208
WP_005632753.1	A0A806DEZ1	unreviewed	A0A806DEZ1_HAEI6	50S ribosomal protein L3	Haemophilus influenzae (strain R2866)	208
WP_005632753.1	Q4QMC2	reviewed	RL3_HAEI8	50S ribosomal protein L3	Haemophilus influenzae (strain 86-028NP)	208
WP_005632753.1	A0A0E1SXI9	unreviewed	A0A0E1SXI9_HAEIF	50S ribosomal protein L3	Haemophilus influenzae PittII	208
WP_005632753.1	A0A0H3PJ67	unreviewed	A0A0H3PJ67_HAEI3	50S ribosomal protein L3	Haemophilus influenzae (strain NTHi 3655)	208
WP_005632753.1	A4N316	unreviewed	A4N316_HAEIF	50S ribosomal protein L3	Haemophilus influenzae R3021	208
WP_005632753.1	P44344	reviewed	RL3_HAEIN	50S ribosomal protein L3	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	208
WP_005632753.1	A0A5C2R2F2	unreviewed	A0A5C2R2F2_HAEIF	50S ribosomal protein L3	Haemophilus influenzae biotype aegyptius	208
WP_005632753.1	A0A0M3FXY6	unreviewed	A0A0M3FXY6_HAEHA	50S ribosomal protein L3	Haemophilus haemolyticus	208
WP_005632753.1	A0A0D0IMX7	unreviewed	A0A0D0IMX7_HAEIF	50S ribosomal protein L3	Haemophilus influenzae	208
WP_005632753.1	A0A1B8T5L5	unreviewed	A0A1B8T5L5_HAEPA	50S ribosomal protein L3	Haemophilus parainfluenzae	208
WP_005632753.1	H1LQB0	unreviewed	H1LQB0_9PAST	50S ribosomal protein L3	Haemophilus sp. oral taxon 851 str. F0397	208
WP_005632753.1	E1W356	unreviewed	E1W356_HAEP3	50S ribosomal protein L3	Haemophilus parainfluenzae (strain T3T1)	208
WP_005632753.1	E7A6C3	unreviewed	E7A6C3_HAEIF	50S ribosomal protein L3	Haemophilus influenzae F3031	208
WP_005632753.1	F0ERI4	unreviewed	F0ERI4_HAEPA	50S ribosomal protein L3	Haemophilus parainfluenzae ATCC 33392	208
WP_005632756.1	F9GRE2	unreviewed	F9GRE2_HAEHA	50S ribosomal protein L23	Haemophilus haemolyticus M19501	99
WP_005632756.1	F9QCC7	unreviewed	F9QCC7_9PAST	50S ribosomal protein L23	Haemophilus pittmaniae HK 85	99
WP_005632756.1	A0A1F0UM95	unreviewed	A0A1F0UM95_9PAST	50S ribosomal protein L23	Haemophilus sp. HMSC073C03	99
WP_005632756.1	A0A1B8QY57	unreviewed	A0A1B8QY57_9PAST	50S ribosomal protein L23	Haemophilus sp. CCUG 60358	99
WP_005632756.1	A0A377IXW0	unreviewed	A0A377IXW0_9PAST	50S ribosomal protein L23	Haemophilus pittmaniae	99
WP_005632756.1	A0A806DT30	unreviewed	A0A806DT30_HAEI6	50S ribosomal protein L23	Haemophilus influenzae (strain R2866)	99
WP_005632756.1	Q4QMC0	reviewed	RL23_HAEI8	50S ribosomal protein L23	Haemophilus influenzae (strain 86-028NP)	99
WP_005632756.1	A5UHT2	reviewed	RL23_HAEIG	50S ribosomal protein L23	Haemophilus influenzae (strain PittGG)	99
WP_005632756.1	A0A0E1SQR7	unreviewed	A0A0E1SQR7_HAEIF	50S ribosomal protein L23	Haemophilus influenzae PittII	99
WP_005632756.1	A0A0H3PNX0	unreviewed	A0A0H3PNX0_HAEI3	50S ribosomal protein L23	Haemophilus influenzae (strain NTHi 3655)	99
WP_005632756.1	A4N318	unreviewed	A4N318_HAEIF	50S ribosomal protein L23	Haemophilus influenzae R3021	99
WP_005632756.1	P44361	reviewed	RL23_HAEIN	50S ribosomal protein L23	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	99
WP_005632756.1	A0A5C2QHQ0	unreviewed	A0A5C2QHQ0_HAEIF	50S ribosomal protein L23	Haemophilus influenzae biotype aegyptius	99
WP_005632756.1	A0A0D0HTD7	unreviewed	A0A0D0HTD7_HAEIF	50S ribosomal protein L23	Haemophilus influenzae	99
WP_005632756.1	A0A1B8T5N7	unreviewed	A0A1B8T5N7_HAEPA	50S ribosomal protein L23	Haemophilus parainfluenzae	99
WP_005632756.1	E1W358	unreviewed	E1W358_HAEP3	50S ribosomal protein L23	Haemophilus parainfluenzae (strain T3T1)	99
WP_005632756.1	E7A6C1	unreviewed	E7A6C1_HAEIF	50S ribosomal protein L23	Haemophilus influenzae F3031	99
WP_005632756.1	F0ERI6	unreviewed	F0ERI6_HAEPA	50S ribosomal protein L23	Haemophilus parainfluenzae ATCC 33392	99
WP_005632782.1	F9GRH6	unreviewed	F9GRH6_HAEHA	Translational regulator CsrA (Carbon storage regulator)	Haemophilus haemolyticus M19501	63
WP_005632782.1	A0A806DEW8	unreviewed	A0A806DEW8_HAEI6	Translational regulator CsrA (Carbon storage regulator)	Haemophilus influenzae (strain R2866)	63
WP_005632782.1	Q4QM87	reviewed	CSRA_HAEI8	Translational regulator CsrA (Carbon storage regulator)	Haemophilus influenzae (strain 86-028NP)	63
WP_005632782.1	A4MWQ6	unreviewed	A4MWQ6_HAEIF	Translational regulator CsrA (Carbon storage regulator)	Haemophilus influenzae 22.1-21	63
WP_005632782.1	A5UHW5	reviewed	CSRA_HAEIG	Translational regulator CsrA (Carbon storage regulator)	Haemophilus influenzae (strain PittGG)	63
WP_005632782.1	A0A0E1SRV4	unreviewed	A0A0E1SRV4_HAEIF	Translational regulator CsrA (Carbon storage regulator)	Haemophilus influenzae PittII	63
WP_005632782.1	A4NX65	unreviewed	A4NX65_HAEIF	Translational regulator CsrA (Carbon storage regulator)	Haemophilus influenzae 22.4-21	63
WP_005632782.1	A0A0H3PP08	unreviewed	A0A0H3PP08_HAEI3	Translational regulator CsrA (Carbon storage regulator)	Haemophilus influenzae (strain NTHi 3655)	63
WP_005632782.1	A4N354	unreviewed	A4N354_HAEIF	Translational regulator CsrA (Carbon storage regulator)	Haemophilus influenzae R3021	63
WP_005632782.1	P44879	reviewed	CSRA_HAEIN	Translational regulator CsrA (Carbon storage regulator)	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	63
WP_005632782.1	A0A5C2QVE7	unreviewed	A0A5C2QVE7_HAEIF	Translational regulator CsrA (Carbon storage regulator)	Haemophilus influenzae biotype aegyptius	63
WP_005632782.1	A0A0D0HT79	unreviewed	A0A0D0HT79_HAEIF	Translational regulator CsrA (Carbon storage regulator)	Haemophilus influenzae	63
WP_005632782.1	E7A686	unreviewed	E7A686_HAEIF	Translational regulator CsrA (Carbon storage regulator)	Haemophilus influenzae F3031	63
WP_005632805.1	F9GR60	unreviewed	F9GR60_HAEHA	Putative metabolite transport protein	Haemophilus haemolyticus M19501	407
WP_005632805.1	A5UIN0	unreviewed	A5UIN0_HAEIG	Transporter protein	Haemophilus influenzae (strain PittGG)	407
WP_005632805.1	A0A0Y7ITN4	unreviewed	A0A0Y7ITN4_HAEIF	MFS transporter (Major facilitator superfamily mfs-1)	Haemophilus influenzae	407
WP_005632808.1	F9GR62	unreviewed	F9GR62_HAEHA	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	Haemophilus haemolyticus M19501	238
WP_005632808.1	Q4QNR6	reviewed	RNPH_HAEI8	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	Haemophilus influenzae (strain 86-028NP)	238
WP_005632808.1	P44444	reviewed	RNPH_HAEIN	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	238
WP_005632808.1	A0A5C2QZ88	unreviewed	A0A5C2QZ88_HAEIF	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	Haemophilus influenzae biotype aegyptius	238
WP_005632808.1	A0A0M3G1T4	unreviewed	A0A0M3G1T4_HAEHA	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	Haemophilus haemolyticus	238
WP_005632808.1	A0A2R3G0V5	unreviewed	A0A2R3G0V5_HAEIF	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	Haemophilus influenzae	238
WP_005632808.1	E7A879	unreviewed	E7A879_HAEIF	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	Haemophilus influenzae F3031	238
WP_005633786.1	F9GSW8	unreviewed	F9GSW8_HAEHA	Baseplate assembly protein W	Haemophilus haemolyticus M21127	112
WP_005633786.1	Q4QK24	unreviewed	Q4QK24_HAEI8	Predicted baseplate assembly protein W	Haemophilus influenzae (strain 86-028NP)	112
WP_005633786.1	A0A2S9S4R4	unreviewed	A0A2S9S4R4_HAEIF	Baseplate assembly protein W	Haemophilus influenzae	112
WP_005634891.1	F9GUL2	unreviewed	F9GUL2_HAEHA	Putative lipoprotein	Haemophilus haemolyticus M21127	47
WP_005634891.1	A0A806DE80	unreviewed	A0A806DE80_HAEI6	Uncharacterized protein	Haemophilus influenzae (strain R2866)	47
WP_005634891.1	Q4QLA7	unreviewed	Q4QLA7_HAEI8	Uncharacterized protein	Haemophilus influenzae (strain 86-028NP)	47
WP_005634891.1	A4MVE2	unreviewed	A4MVE2_HAEIF	Uncharacterized protein	Haemophilus influenzae 22.1-21	47
WP_005634891.1	A5UIV6	unreviewed	A5UIV6_HAEIG	DNA-dependent helicase II	Haemophilus influenzae (strain PittGG)	47
WP_005634891.1	A0A0E1SPA8	unreviewed	A0A0E1SPA8_HAEIF	Uncharacterized protein	Haemophilus influenzae PittII	47
WP_005634891.1	A4NXX2	unreviewed	A4NXX2_HAEIF	Uncharacterized protein	Haemophilus influenzae 22.4-21	47
WP_005634891.1	A0A0H3PM05	unreviewed	A0A0H3PM05_HAEI3	Uncharacterized protein	Haemophilus influenzae (strain NTHi 3655)	47
WP_005634891.1	A4N528	unreviewed	A4N528_HAEIF	Uncharacterized protein	Haemophilus influenzae R3021	47
WP_005634891.1	P44125	reviewed	Y1192_HAEIN	Uncharacterized protein HI_1192	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	47
WP_005634891.1	A0A0M3G7T5	unreviewed	A0A0M3G7T5_HAEHA	Uncharacterized protein	Haemophilus haemolyticus	47
WP_005634891.1	A0A1Q5Y5G5	unreviewed	A0A1Q5Y5G5_HAEIF	Uncharacterized protein	Haemophilus influenzae	47
WP_005635167.1	F9GV40	unreviewed	F9GV40_HAEHA	Molybdopterin adenylyltransferase	Haemophilus haemolyticus M21127	197
WP_005635167.1	A0A806DM44	unreviewed	A0A806DM44_HAEI6	Molybdopterin biosynthesis protein	Haemophilus influenzae (strain R2866)	197
WP_005635167.1	Q4QNK4	unreviewed	Q4QNK4_HAEI8	Molybdopterin biosynthesis mog protein	Haemophilus influenzae (strain 86-028NP)	197
WP_005635167.1	A5UGE7	unreviewed	A5UGE7_HAEIG	Molybdenum cofactor biosynthesis protein	Haemophilus influenzae (strain PittGG)	197
WP_005635167.1	A0A0E1SQQ1	unreviewed	A0A0E1SQQ1_HAEIF	Molybdenum cofactor biosynthesis protein	Haemophilus influenzae PittII	197
WP_005635167.1	A4NVZ6	unreviewed	A4NVZ6_HAEIF	Molybdenum cofactor biosynthesis protein	Haemophilus influenzae 22.4-21	197
WP_005635167.1	A0A0C5FFR6	unreviewed	A0A0C5FFR6_HAEIF	Molybdochelatase (EC 2.7.7.75) (Molybdopterin adenylyltransferase)	Haemophilus influenzae	197
WP_005635481.1	F9GVI9	unreviewed	F9GVI9_HAEHA	Ribosomal silencing factor RsfS	Haemophilus haemolyticus M21127	102
WP_005635481.1	A0A0M1GNM3	unreviewed	A0A0M1GNM3_9PAST	Ribosomal silencing factor RsfS	Haemophilus sp. C1	102
WP_005635481.1	Q4QPL0	unreviewed	Q4QPL0_HAEI8	Ribosomal silencing factor RsfS	Haemophilus influenzae (strain 86-028NP)	102
WP_005635481.1	P44471	reviewed	IOJAP_HAEIN	Ribosomal silencing factor RsfS	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	102
WP_005635481.1	A0A0M3FYG9	unreviewed	A0A0M3FYG9_HAEHA	Ribosomal silencing factor RsfS	Haemophilus haemolyticus	102
WP_005635481.1	A0A0Y7JWF2	unreviewed	A0A0Y7JWF2_HAEIF	Ribosomal silencing factor RsfS	Haemophilus influenzae	102
WP_005635734.1	F9GVX8	unreviewed	F9GVX8_HAEHA	50S ribosomal protein L24	Haemophilus haemolyticus M21127	103
WP_005635734.1	A0A1B8QSU6	unreviewed	A0A1B8QSU6_9PAST	50S ribosomal protein L24	Haemophilus sp. CCUG 66565	103
WP_005635734.1	A0A806DT25	unreviewed	A0A806DT25_HAEI6	50S ribosomal protein L24	Haemophilus influenzae (strain R2866)	103
WP_005635734.1	Q4QMB0	reviewed	RL24_HAEI8	50S ribosomal protein L24	Haemophilus influenzae (strain 86-028NP)	103
WP_005635734.1	A4MWT4	unreviewed	A4MWT4_HAEIF	50S ribosomal protein L24	Haemophilus influenzae 22.1-21	103
WP_005635734.1	A5UHU2	reviewed	RL24_HAEIG	50S ribosomal protein L24	Haemophilus influenzae (strain PittGG)	103
WP_005635734.1	A0A0E1SRX5	unreviewed	A0A0E1SRX5_HAEIF	50S ribosomal protein L24	Haemophilus influenzae PittII	103
WP_005635734.1	A4NX96	unreviewed	A4NX96_HAEIF	50S ribosomal protein L24	Haemophilus influenzae 22.4-21	103
WP_005635734.1	A0A0H3PNY4	unreviewed	A0A0H3PNY4_HAEI3	50S ribosomal protein L24	Haemophilus influenzae (strain NTHi 3655)	103
WP_005635734.1	A4N329	unreviewed	A4N329_HAEIF	50S ribosomal protein L24	Haemophilus influenzae R3021	103
WP_005635734.1	A0A5C2R9D5	unreviewed	A0A5C2R9D5_HAEIF	50S ribosomal protein L24	Haemophilus influenzae biotype aegyptius	103
WP_005635734.1	A0A0M3FXT3	unreviewed	A0A0M3FXT3_HAEHA	50S ribosomal protein L24	Haemophilus haemolyticus	103
WP_005635734.1	A0A0D0HTC0	unreviewed	A0A0D0HTC0_HAEIF	50S ribosomal protein L24	Haemophilus influenzae	103
WP_005635734.1	H1LQC6	unreviewed	H1LQC6_9PAST	50S ribosomal protein L24	Haemophilus sp. oral taxon 851 str. F0397	103
WP_005635734.1	E7A6B1	unreviewed	E7A6B1_HAEIF	50S ribosomal protein L24	Haemophilus influenzae F3031	103
WP_005636074.1	F9GWP8	unreviewed	F9GWP8_HAEHA	UPF0381 protein	Haemophilus haemolyticus M21127	96
WP_005636074.1	A0A0H3PB60	unreviewed	A0A0H3PB60_HAEI3	tRNA-dihydrouridine synthase A	Haemophilus influenzae (strain NTHi 3655)	96
WP_005636074.1	A0A0M3G6J6	unreviewed	A0A0M3G6J6_HAEHA	DUF406 family protein	Haemophilus haemolyticus	96
